CensusTract,County,Borough,Income,IncomePerCap,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
36005025400,Bronx,Bronx,50238.0,24619.0,31.2,15.0,35.4,15.7,0.6,2.1,34.5,877,84.9,10.3,4.8,0.0,6.6
36005025500,Bronx,Bronx,19458.0,12273.0,12.2,9.7,67.9,6.9,0.0,3.4,42.1,2485,92.4,4.6,3.0,0.0,17.2
36005025600,Bronx,Bronx,37236.0,18727.0,20.0,15.1,49.9,8.4,3.9,2.7,42.5,702,80.2,14.8,5.0,0.0,29.1
36005025700,Bronx,Bronx,28203.0,18913.0,9.5,3.2,74.3,9.5,3.5,0.0,41.0,935,82.4,10.6,7.1,0.0,18.0
36005026100,Bronx,Bronx,73688.0,41669.0,26.1,2.5,67.0,2.1,0.9,1.3,48.6,1005,65.3,32.6,2.1,0.0,6.5
36005026300,Bronx,Bronx,32663.0,14302.0,9.5,4.6,67.3,9.3,0.0,9.3,45.6,2648,83.9,8.1,8.0,0.0,13.2
36005026400,Bronx,Bronx,72019.0,32596.0,42.9,8.7,34.0,8.5,2.1,3.8,37.7,2988,86.2,13.1,0.7,0.0,9.1
36005026500,Bronx,Bronx,31147.0,14124.0,15.0,4.4,65.3,8.0,0.6,6.8,43.3,3173,86.8,7.8,5.4,0.0,13.0
36005026601,Bronx,Bronx,52450.0,28686.0,32.4,7.7,54.9,1.6,1.1,2.3,42.7,1435,70.2,22.0,7.8,0.0,7.3
36005026602,Bronx,Bronx,40755.0,25420.0,33.3,8.4,55.5,0.0,0.7,2.1,42.3,2299,75.4,20.7,3.9,0.0,14.9
36005026701,Bronx,Bronx,37061.0,18671.0,11.7,3.2,68.0,10.7,5.2,1.1,45.0,1799,86.6,7.4,5.9,0.0,12.0
36005026702,Bronx,Bronx,39432.0,18652.0,19.8,3.3,56.1,11.2,1.7,7.9,40.9,3201,75.4,16.9,7.7,0.0,13.5
36005026900,Bronx,Bronx,33365.0,17103.0,16.4,6.5,65.5,7.2,2.9,1.6,43.0,1760,86.3,9.3,4.4,0.0,16.1
36005027300,Bronx,Bronx,42093.0,18044.0,19.4,5.4,67.5,5.6,0.8,1.4,44.5,3537,81.4,15.9,2.7,0.0,16.4
36005027401,Bronx,Bronx,80673.0,36809.0,51.3,6.7,32.4,7.3,1.8,0.5,39.2,2261,76.7,21.3,2.0,0.0,9.9
36005027402,Bronx,Bronx,71849.0,32326.0,60.4,8.6,22.8,3.1,0.0,5.2,34.9,1801,71.0,21.2,5.8,2.1,4.4
36005027600,Bronx,Bronx,54167.0,14343.0,82.4,17.6,0.0,0.0,0.0,0.0,,17,76.5,23.5,0.0,0.0,45.2
36005027700,Bronx,Bronx,33095.0,14963.0,12.4,3.5,64.5,16.2,1.7,1.7,36.5,2395,80.1,10.9,9.0,0.0,14.6
36005027900,Bronx,Bronx,55573.0,25801.0,19.4,1.8,66.3,5.4,1.7,5.4,47.2,3592,74.7,14.7,9.9,0.8,9.5
36005028100,Bronx,Bronx,61886.0,30355.0,22.0,2.7,58.1,11.1,2.5,3.5,48.7,1730,62.5,33.2,4.3,0.0,14.8
36005028300,Bronx,Bronx,24759.0,15903.0,24.8,6.4,50.6,14.1,1.1,2.9,38.2,1251,68.5,20.6,10.9,0.0,12.5
36005028400,Bronx,Bronx,,7209.0,9.3,11.9,35.6,0.0,14.4,28.8,29.5,118,87.3,7.6,5.1,0.0,4.8
36005028500,Bronx,Bronx,54232.0,32688.0,22.2,7.1,54.9,10.7,2.1,2.9,42.1,1637,83.9,14.8,1.3,0.0,5.7
36005028600,Bronx,Bronx,61563.0,24913.0,33.4,12.8,32.4,19.5,0.0,1.9,30.6,552,80.6,16.1,3.3,0.0,9.8
36005028700,Bronx,Bronx,51692.0,26322.0,22.8,2.5,57.7,12.3,0.0,4.6,37.6,1298,70.3,23.0,6.8,0.0,10.7
36005028800,Bronx,Bronx,91125.0,35402.0,38.5,13.3,28.0,16.9,1.9,1.4,31.8,1702,70.3,23.7,6.1,0.0,3.6
36005028900,Bronx,Bronx,47361.0,31090.0,32.2,1.4,54.9,5.5,0.0,6.0,41.9,2128,83.9,14.5,1.6,0.0,11.1
36005029301,Bronx,Bronx,102045.0,70483.0,39.7,2.2,41.7,2.2,5.2,9.0,37.6,874,76.3,16.2,7.4,0.0,10.8
36005029302,Bronx,Bronx,94695.0,57617.0,37.2,9.2,38.0,6.5,2.5,6.6,46.3,2676,74.0,18.5,7.5,0.0,6.3
36005029500,Bronx,Bronx,100750.0,50679.0,20.2,3.6,60.6,6.1,5.6,3.9,43.9,2667,82.9,12.6,4.5,0.0,5.0
36005029600,Bronx,Bronx,49013.0,27362.0,14.2,5.4,32.1,38.0,3.4,6.9,30.3,809,82.6,11.2,6.2,0.0,9.3
36005029700,Bronx,Bronx,93452.0,48951.0,31.1,8.9,42.9,8.9,3.3,4.9,45.7,1775,70.6,20.3,9.1,0.0,6.4
36005030000,Bronx,Bronx,51806.0,31134.0,48.5,5.2,39.5,1.7,1.1,4.0,38.7,2973,73.4,21.3,5.3,0.0,5.7
36005030100,Bronx,Bronx,76771.0,43653.0,32.9,17.6,36.2,9.3,0.0,4.0,42.1,455,80.9,10.3,8.8,0.0,3.4
36005030200,Bronx,Bronx,51536.0,29648.0,37.8,4.1,51.7,4.6,0.5,1.3,45.8,4397,70.2,26.4,3.4,0.0,12.0
36005030701,Bronx,Bronx,80846.0,55327.0,39.4,4.5,38.1,7.2,2.3,8.5,42.8,2518,82.0,11.7,6.0,0.4,4.4
36005030900,Bronx,Bronx,87238.0,48640.0,38.4,2.0,40.8,1.9,6.7,10.3,45.9,1301,78.6,10.0,10.5,0.9,5.5
36005031000,Bronx,Bronx,80724.0,28097.0,54.2,14.5,24.2,2.4,1.3,3.4,33.8,1833,76.1,21.7,2.2,0.0,7.1
36005031200,Bronx,Bronx,62275.0,31987.0,49.7,7.5,33.7,5.2,1.1,2.9,34.5,952,67.6,29.6,2.7,0.0,10.4
36005031400,Bronx,Bronx,83393.0,35539.0,45.8,6.1,41.1,5.7,0.0,1.3,39.7,1124,82.4,14.1,3.6,0.0,7.7
36005031600,Bronx,Bronx,70759.0,31252.0,53.1,4.4,34.1,6.2,1.3,1.0,36.7,921,82.0,16.2,1.8,0.0,8.3
36005031800,Bronx,Bronx,55739.0,20745.0,34.4,2.0,57.5,0.6,1.2,4.2,49.1,847,82.1,12.0,5.9,0.0,13.8
36005031900,Bronx,Bronx,,6249.0,16.7,6.9,11.6,57.4,0.9,6.5,20.3,216,88.4,11.6,0.0,0.0,13.3
36005032300,Bronx,Bronx,87483.0,52496.0,44.6,2.5,45.2,2.6,0.0,5.1,44.2,2394,81.4,15.0,3.6,0.0,11.6
36005032400,Bronx,Bronx,27946.0,17816.0,23.0,3.8,61.9,10.3,0.0,1.0,45.8,1285,71.8,24.5,3.7,0.0,9.4
36005032600,Bronx,Bronx,56429.0,23382.0,46.4,8.3,35.1,6.2,2.7,1.2,39.8,1369,85.5,12.3,2.2,0.0,10.7
36005032800,Bronx,Bronx,30089.0,15091.0,25.0,1.0,52.1,18.6,2.1,1.3,36.1,1567,75.0,18.4,6.5,0.0,15.4
36005033000,Bronx,Bronx,37811.0,16270.0,16.5,3.4,73.8,3.5,1.6,1.3,46.9,2686,88.8,9.2,2.0,0.0,9.3
36005033201,Bronx,Bronx,43038.0,23101.0,23.6,3.5,61.6,7.6,0.0,3.7,44.4,1898,80.7,14.9,4.4,0.0,14.8
36005033202,Bronx,Bronx,40638.0,17377.0,32.9,2.5,54.5,9.8,0.0,0.3,42.1,1463,76.6,21.3,2.1,0.0,17.3
36005033400,Bronx,Bronx,45739.0,23160.0,30.8,5.6,53.2,5.2,5.2,0.0,39.9,656,81.1,11.4,7.5,0.0,11.1
36005033500,Bronx,Bronx,86983.0,50934.0,27.9,4.5,43.0,15.0,1.7,7.9,39.2,886,79.1,14.7,5.4,0.8,8.4
36005033600,Bronx,Bronx,26071.0,23114.0,32.0,0.6,53.4,12.7,0.7,0.6,39.4,2751,87.0,12.8,0.2,0.0,13.0
36005033700,Bronx,Bronx,83917.0,42938.0,48.9,6.0,34.4,3.2,1.4,6.0,43.0,1007,73.4,23.2,3.4,0.0,8.0
36005033800,Bronx,Bronx,37043.0,16996.0,25.4,2.4,61.6,3.3,4.4,2.8,47.0,1646,82.6,10.4,6.9,0.0,18.4
36005034000,Bronx,Bronx,34290.0,17652.0,22.7,4.0,55.9,11.5,3.2,2.7,43.0,1950,79.8,14.6,5.5,0.0,16.7
36005034200,Bronx,Bronx,43304.0,18132.0,34.2,1.1,59.6,2.2,3.0,0.0,44.9,876,84.9,11.1,4.0,0.0,17.5
36005034300,Bronx,Bronx,71780.0,28456.0,43.1,6.5,42.7,3.8,0.0,3.9,43.2,714,79.6,13.2,7.3,0.0,8.3
36005034400,Bronx,Bronx,67813.0,20082.0,40.2,16.2,41.7,0.7,0.0,1.3,45.8,1086,84.1,12.2,3.8,0.0,13.0
36005034500,Bronx,Bronx,61938.0,36135.0,33.8,11.7,43.2,4.7,0.0,6.6,42.4,1567,80.9,12.0,7.1,0.0,6.9
36005034800,Bronx,Bronx,36156.0,17146.0,21.1,2.9,60.6,10.4,0.3,4.8,52.5,3014,75.1,20.0,3.4,1.5,17.7
36005035000,Bronx,Bronx,52344.0,22265.0,40.5,10.0,40.1,0.0,1.0,8.4,41.3,788,72.5,21.1,6.5,0.0,20.7
36005035100,Bronx,Bronx,71913.0,30925.0,24.3,12.0,43.2,11.6,1.5,7.5,45.2,1521,82.3,12.6,5.1,0.0,14.1
36005035600,Bronx,Bronx,60694.0,22697.0,38.4,7.3,47.4,3.4,1.6,1.9,45.3,1019,73.2,24.6,2.2,0.0,12.5
36005035800,Bronx,Bronx,64957.0,26445.0,42.4,7.8,40.1,2.7,3.7,3.4,41.8,3568,70.4,23.7,5.9,0.0,18.2
36005035900,Bronx,Bronx,22250.0,13681.0,24.4,1.4,50.8,13.1,2.0,8.2,45.0,699,77.5,16.0,6.4,0.0,23.1
36005036000,Bronx,Bronx,65938.0,24622.0,44.2,5.7,41.8,5.2,3.1,0.0,40.6,1367,73.1,20.5,6.1,0.4,15.3
36005036100,Bronx,Bronx,18799.0,10377.0,9.9,1.8,77.6,5.8,2.1,2.8,43.1,1697,72.0,25.8,2.2,0.0,36.2
36005036300,Bronx,Bronx,18499.0,10867.0,16.4,8.2,70.1,5.3,0.0,0.0,43.8,2521,83.1,9.6,7.3,0.0,27.2
36005036400,Bronx,Bronx,55833.0,26532.0,36.1,8.6,48.3,2.8,1.3,2.8,48.9,1204,78.7,17.4,3.9,0.0,11.7
36005036501,Bronx,Bronx,21122.0,11194.0,16.3,2.4,72.4,3.7,2.2,3.0,45.2,1158,82.2,16.4,1.4,0.0,30.3
36005036502,Bronx,Bronx,19740.0,11010.0,14.8,0.0,77.7,4.7,2.9,0.0,41.0,639,76.8,16.6,5.9,0.6,24.8
36005036700,Bronx,Bronx,23720.0,12534.0,18.3,8.6,61.2,9.5,0.0,2.4,40.3,908,72.8,18.8,7.5,0.9,15.4
36005036800,Bronx,Bronx,43889.0,16971.0,45.8,5.5,48.1,0.0,0.0,0.6,46.2,875,86.2,10.3,3.5,0.0,22.6
36005036901,Bronx,Bronx,14821.0,9397.0,13.2,1.5,65.1,11.5,2.2,6.5,47.7,627,85.3,6.9,7.8,0.0,20.7
36005036902,Bronx,Bronx,25100.0,12841.0,13.0,4.1,67.3,12.1,1.4,2.0,52.4,725,78.5,16.3,5.2,0.0,18.6
36005037000,Bronx,Bronx,51515.0,21737.0,38.9,10.6,41.9,5.0,3.5,0.0,43.8,1118,77.5,15.3,7.2,0.0,10.1
36005037100,Bronx,Bronx,19293.0,15749.0,18.0,0.9,56.1,12.9,2.7,9.5,42.3,1404,76.0,11.2,12.8,0.0,16.1
36005037200,Bronx,Bronx,46250.0,21996.0,24.9,5.2,65.3,2.6,2.0,0.0,46.4,930,74.9,22.6,2.5,0.0,17.3
36005037300,Bronx,Bronx,29033.0,13102.0,21.0,6.3,60.7,6.3,1.7,4.0,45.0,1893,76.7,18.3,5.0,0.0,13.6
36005037400,Bronx,Bronx,25974.0,14484.0,22.9,5.4,63.9,0.0,4.2,3.6,43.7,1176,81.4,14.5,4.2,0.0,18.6
36005037504,Bronx,Bronx,15707.0,10646.0,17.7,2.5,60.8,13.3,0.8,5.0,42.1,965,72.4,15.9,11.7,0.0,19.2
36005037600,Bronx,Bronx,50139.0,20596.0,22.7,6.2,62.0,6.0,0.6,2.5,51.9,957,76.6,21.6,1.8,0.0,24.6
36005037800,Bronx,Bronx,35625.0,16709.0,28.8,9.9,59.2,0.0,0.0,2.0,40.4,1278,77.2,16.9,5.9,0.0,19.5
36005037900,Bronx,Bronx,27841.0,16171.0,10.7,1.4,80.6,5.1,0.8,1.3,46.3,1726,84.5,12.4,3.1,0.0,16.9
36005038000,Bronx,Bronx,33506.0,19144.0,20.1,1.3,58.6,16.6,1.6,1.8,39.7,1762,66.0,29.4,4.6,0.0,19.0
36005038100,Bronx,Bronx,25891.0,13172.0,12.7,1.7,65.0,9.7,3.7,7.2,45.4,2647,86.9,8.7,4.4,0.0,19.5
36005038200,Bronx,Bronx,46953.0,21387.0,34.4,6.7,48.0,8.5,1.7,0.7,40.3,1105,71.9,26.6,1.5,0.0,20.0
36005038301,Bronx,Bronx,26295.0,14491.0,20.5,4.5,61.0,7.4,0.3,6.3,43.5,1746,71.8,12.8,15.4,0.0,16.2
36005038302,Bronx,Bronx,22917.0,13992.0,7.6,0.4,79.6,9.1,0.4,2.9,52.2,1789,82.3,11.9,5.8,0.0,18.9
36005038500,Bronx,Bronx,20229.0,10936.0,15.7,4.5,66.1,7.4,3.1,3.2,45.1,1689,84.5,6.9,8.6,0.0,17.3
36005038600,Bronx,Bronx,54904.0,23052.0,30.7,3.3,62.2,2.9,0.7,0.2,48.8,3884,83.3,15.9,0.3,0.6,13.2
36005038700,Bronx,Bronx,19362.0,12248.0,12.5,1.9,46.1,30.2,0.0,9.3,34.3,1371,81.8,11.7,6.4,0.0,20.9
36005038800,Bronx,Bronx,51298.0,21246.0,39.2,5.3,45.3,4.9,3.8,1.5,42.6,958,78.9,17.7,3.3,0.0,24.5
36005038900,Bronx,Bronx,28240.0,10723.0,12.6,1.8,57.8,17.2,6.3,4.4,39.5,2170,88.4,9.2,2.4,0.0,14.5
36005039000,Bronx,Bronx,32364.0,15992.0,30.4,2.6,63.9,3.1,0.0,0.0,44.2,1251,77.9,10.8,11.4,0.0,26.5
36005039100,Bronx,Bronx,30661.0,13881.0,13.1,4.6,57.1,19.0,3.2,2.9,40.8,2532,85.2,9.8,5.1,0.0,8.7
36005039200,Bronx,Bronx,39457.0,15212.0,27.1,3.1,59.5,7.2,0.0,3.1,53.9,719,78.3,10.3,11.4,0.0,17.0
36005039300,Bronx,Bronx,20891.0,12999.0,12.6,4.5,61.0,9.3,4.2,8.4,43.2,2781,81.3,8.8,9.9,0.0,17.4
36005039400,Bronx,Bronx,33708.0,15383.0,20.9,4.4,62.6,7.4,1.6,3.1,49.0,1952,88.3,10.0,1.7,0.0,16.7
36005039500,Bronx,Bronx,25702.0,15630.0,23.8,8.6,57.8,4.0,0.4,5.5,45.4,1450,79.3,16.0,4.7,0.0,12.7
36005039600,Bronx,Bronx,35221.0,17035.0,30.3,5.3,58.5,2.0,0.6,3.2,42.1,1595,81.4,15.9,2.6,0.0,18.7
36005039700,Bronx,Bronx,21228.0,7124.0,9.6,5.6,36.3,36.5,1.8,10.1,29.1,1380,83.1,11.0,5.1,0.7,9.2
36005039800,Bronx,Bronx,70552.0,24825.0,54.6,6.8,32.1,3.5,0.9,2.1,41.3,1404,76.2,19.7,4.1,0.0,16.1
36005039901,Bronx,Bronx,22747.0,12105.0,8.0,5.0,72.8,6.6,1.3,6.2,45.5,1563,84.3,11.1,4.6,0.0,18.1
36005039902,Bronx,Bronx,24799.0,18561.0,11.9,2.2,67.4,11.6,3.8,3.1,41.4,1820,83.8,9.0,7.2,0.0,18.4
36005040100,Bronx,Bronx,33487.0,15653.0,10.5,2.5,71.0,10.3,0.0,5.7,44.5,1770,85.9,8.6,5.5,0.0,22.3
36005040302,Bronx,Bronx,25724.0,16048.0,11.1,2.1,68.5,12.7,0.0,5.7,41.7,1891,89.0,5.9,5.1,0.0,13.3
36005040303,Bronx,Bronx,40731.0,15776.0,12.7,2.6,75.2,5.8,0.9,2.8,46.8,2027,88.2,7.7,4.1,0.0,13.7
36005040304,Bronx,Bronx,34643.0,13270.0,11.4,0.5,66.3,15.2,1.2,5.4,40.6,1758,75.9,13.6,10.5,0.0,17.5
36005040400,Bronx,Bronx,36691.0,20266.0,38.1,4.7,48.0,4.6,0.7,3.8,41.6,1201,89.8,7.6,2.6,0.0,15.7
36005040501,Bronx,Bronx,34009.0,14820.0,9.9,1.1,75.3,10.6,0.0,3.0,40.5,1883,82.5,9.1,8.4,0.0,12.9
36005040502,Bronx,Bronx,23583.0,15803.0,10.8,3.9,65.4,16.2,1.7,1.9,37.5,2280,89.4,8.3,2.3,0.0,20.9
36005040600,Bronx,Bronx,44773.0,20201.0,21.6,7.4,59.1,6.1,3.0,2.9,47.3,1837,89.9,6.5,3.6,0.0,7.1
36005040701,Bronx,Bronx,30354.0,14151.0,7.1,7.5,72.3,9.5,2.4,1.2,44.6,1316,84.5,8.9,6.6,0.0,9.8
36005040702,Bronx,Bronx,29978.0,13798.0,15.0,3.3,69.4,8.3,3.0,0.9,41.1,2794,84.2,10.8,4.4,0.6,18.9
36005040800,Bronx,Bronx,32244.0,15412.0,25.8,3.7,53.3,5.7,1.9,9.6,49.8,1937,89.9,7.9,2.2,0.0,16.7
36005040900,Bronx,Bronx,46278.0,29658.0,23.0,0.0,71.4,4.3,1.3,0.0,47.4,1386,71.8,25.9,2.3,0.0,13.8
36005041100,Bronx,Bronx,41047.0,19363.0,18.9,11.9,61.5,6.7,1.0,0.0,37.6,1319,84.8,10.5,4.3,0.5,14.1
36005041300,Bronx,Bronx,38796.0,21825.0,17.7,5.0,65.3,9.3,0.8,1.8,40.8,3543,76.9,17.0,6.2,0.0,13.8
36005041400,Bronx,Bronx,53750.0,23766.0,29.3,11.2,53.0,4.2,1.1,1.2,43.0,2104,72.1,22.6,5.3,0.0,19.2
36005041500,Bronx,Bronx,42207.0,19496.0,14.1,3.9,72.7,7.5,0.6,1.3,42.3,2805,81.3,14.3,4.4,0.0,13.3
36005041800,Bronx,Bronx,37829.0,17019.0,31.6,6.6,50.0,4.6,0.7,6.4,43.3,1817,79.9,18.4,0.0,1.7,13.3
36005041900,Bronx,Bronx,45127.0,20746.0,11.9,5.8,71.1,10.6,0.0,0.5,48.8,2942,79.3,17.9,2.9,0.0,11.6
36005042000,Bronx,Bronx,28125.0,16440.0,21.4,4.0,66.5,5.6,1.9,0.6,47.2,1310,83.4,12.4,4.1,0.0,10.5
36005042100,Bronx,Bronx,36768.0,18390.0,8.7,3.6,56.6,26.1,1.4,3.6,36.1,2396,92.5,6.3,1.2,0.0,11.3
36005042200,Bronx,Bronx,51701.0,19618.0,33.2,4.7,54.1,2.7,5.3,0.0,46.5,1426,79.4,18.1,2.5,0.0,13.7
36005042300,Bronx,Bronx,31786.0,17142.0,24.3,1.7,58.0,8.7,3.8,3.5,42.6,1712,76.3,17.0,6.7,0.0,18.5
36005042400,Bronx,Bronx,57716.0,20825.0,34.0,1.4,55.1,4.0,2.2,3.2,56.4,1118,80.1,16.7,2.4,0.7,10.1
36005042500,Bronx,Bronx,28643.0,17230.0,12.9,2.5,64.8,10.3,2.3,7.3,45.6,2625,80.1,7.4,11.4,1.1,19.1
36005042600,Bronx,Bronx,54306.0,24055.0,42.8,6.0,46.4,3.2,0.2,1.3,44.2,3024,77.8,19.5,2.6,0.0,13.8
36005042800,Bronx,Bronx,63017.0,28057.0,43.4,9.8,36.3,4.0,1.1,5.5,41.7,1151,72.5,19.7,7.8,0.0,7.8
36005042901,Bronx,Bronx,39625.0,15137.0,12.9,6.5,70.1,5.5,1.2,3.8,45.0,1539,85.2,11.8,3.1,0.0,7.5
36005042902,Bronx,Bronx,27553.0,14224.0,20.6,4.2,65.8,5.6,1.7,2.1,47.7,1486,76.6,15.1,8.2,0.0,23.4
36005043000,Bronx,Bronx,52096.0,24045.0,42.6,2.8,49.1,5.5,0.0,0.0,38.2,1466,76.2,22.4,1.4,0.0,9.5
36005043100,Bronx,Bronx,31028.0,14492.0,16.7,2.8,64.8,9.8,2.4,3.5,42.2,4211,77.6,9.3,13.1,0.0,12.5
36005043400,Bronx,Bronx,43722.0,17545.0,36.9,6.3,50.3,4.1,0.7,1.7,46.1,1656,85.7,9.8,4.5,0.0,12.7
36005043500,Bronx,Bronx,42750.0,16198.0,0.0,0.0,100.0,0.0,0.0,0.0,,35,100.0,0.0,0.0,0.0,0.0
36005043600,Bronx,Bronx,57564.0,26317.0,44.3,3.5,46.0,1.3,2.5,2.3,53.2,1085,78.1,17.5,4.4,0.0,10.0
36005044200,Bronx,Bronx,38603.0,16898.0,26.6,0.9,64.7,5.0,1.7,1.1,57.8,1564,86.9,12.0,1.1,0.0,14.1
36005044400,Bronx,Bronx,67727.0,23999.0,36.3,3.3,52.6,0.0,3.3,4.5,50.8,1744,92.1,7.2,0.7,0.0,10.3
36005044800,Bronx,Bronx,78456.0,30035.0,50.8,3.3,43.1,2.8,0.0,0.0,49.0,1233,77.9,19.6,2.5,0.0,10.7
36005044901,Bronx,Bronx,67083.0,42349.0,31.5,7.1,45.4,5.0,6.2,4.7,47.2,765,74.4,15.9,8.9,0.8,12.0
36005044902,Bronx,Bronx,62656.0,31885.0,35.4,6.8,46.7,9.0,0.8,1.2,44.8,921,79.2,12.4,8.5,0.0,9.3
36005045101,Bronx,Bronx,62286.0,39820.0,44.6,0.8,48.1,4.6,0.0,1.9,34.5,784,82.9,13.8,3.3,0.0,7.8
36005045102,Bronx,Bronx,80139.0,36359.0,40.2,6.9,33.9,18.2,0.0,0.8,34.6,1019,77.7,17.4,4.9,0.0,4.7
36005045600,Bronx,Bronx,74254.0,29290.0,55.1,2.4,37.3,0.1,1.7,3.4,44.4,1726,74.6,22.9,1.7,0.8,5.5
36005045800,Bronx,Bronx,16161.0,8618.0,9.5,1.0,70.3,16.0,3.2,0.0,53.2,1421,73.3,26.7,0.0,0.0,8.0
36005046000,Bronx,Bronx,32340.0,15513.0,19.5,11.8,58.8,7.8,0.0,2.2,47.4,989,80.5,16.0,3.5,0.0,15.0
36005046201,Bronx,Bronx,43205.0,26663.0,28.4,5.2,57.1,7.0,1.1,1.2,54.9,12780,66.9,31.7,1.4,0.0,11.8
36005046202,Bronx,Bronx,40497.0,17076.0,28.5,2.1,57.9,5.9,0.7,4.9,48.5,3506,82.6,16.5,0.9,0.0,12.5
36005048400,Bronx,Bronx,69701.0,24956.0,33.3,7.1,49.4,6.0,1.8,2.4,42.9,2129,78.3,19.2,2.5,0.0,9.9
36005050400,Bronx,Bronx,,69308.0,32.4,0.0,67.6,0.0,0.0,0.0,,34,88.2,11.8,0.0,0.0,0.0
36005051600,Bronx,Bronx,76771.0,38802.0,63.8,6.3,14.3,8.9,2.1,4.6,35.7,2122,63.9,32.5,3.6,0.0,7.4
36047000100,Kings,Brooklyn,70938.0,64507.0,7.4,0.6,63.9,9.1,3.4,15.6,32.7,2220,74.2,9.3,16.5,0.0,4.1
36047000200,Kings,Brooklyn,34740.0,11694.0,4.1,3.1,59.5,21.8,6.0,5.5,38.1,757,89.2,4.2,6.6,0.0,7.9
36047000301,Kings,Brooklyn,101544.0,82140.0,5.8,3.6,73.4,9.2,3.4,4.6,31.3,2027,79.9,11.1,9.0,0.0,3.0
36047000501,Kings,Brooklyn,110700.0,60880.0,4.3,1.6,69.4,12.4,3.8,8.6,29.7,2590,83.9,9.2,6.9,0.0,7.0
36047000502,Kings,Brooklyn,91964.0,78881.0,4.4,0.5,73.9,10.4,2.5,8.2,30.0,1639,79.7,9.5,10.3,0.5,7.9
36047000700,Kings,Brooklyn,130966.0,103138.0,5.3,2.9,63.8,9.5,8.4,10.2,33.2,2561,81.1,10.2,8.7,0.0,4.4
36047000900,Kings,Brooklyn,121083.0,86132.0,2.1,0.3,78.0,8.9,3.8,7.0,30.4,2632,86.8,7.8,5.4,0.0,5.1
36047001100,Kings,Brooklyn,107946.0,71247.0,0.9,3.9,71.1,15.5,1.2,7.4,29.5,813,89.4,7.5,3.1,0.0,4.0
36047001300,Kings,Brooklyn,111500.0,45902.0,7.8,0.0,65.5,18.9,1.6,6.1,32.2,1000,70.2,23.2,6.6,0.0,3.3
36047001500,Kings,Brooklyn,90616.0,50871.0,9.0,1.2,70.9,9.7,2.9,6.3,33.5,3368,82.3,11.2,6.3,0.2,11.0
36047001800,Kings,Brooklyn,,25280.0,,,,,,,,0,,,,,
36047002000,Kings,Brooklyn,61023.0,21544.0,13.5,2.6,70.1,9.3,1.9,2.6,46.0,703,85.6,6.5,7.8,0.0,4.1
36047002100,Kings,Brooklyn,208036.0,100012.0,9.4,3.3,62.9,7.6,6.4,10.3,32.9,2722,84.9,6.7,8.4,0.0,5.5
36047002200,Kings,Brooklyn,36563.0,21061.0,14.0,4.2,64.9,12.6,1.2,3.1,39.4,2260,86.0,7.7,6.3,0.0,10.5
36047002300,Kings,Brooklyn,19066.0,11069.0,9.3,0.0,78.8,4.8,2.8,4.2,50.1,1213,81.3,12.2,6.5,0.0,26.6
36047002901,Kings,Brooklyn,17544.0,9786.0,8.7,0.0,87.1,3.7,0.0,0.5,41.8,1147,73.7,20.2,6.1,0.0,23.3
36047003000,Kings,Brooklyn,68958.0,38640.0,44.7,2.8,42.7,7.8,1.5,0.6,39.8,878,74.0,20.0,5.9,0.0,5.9
36047003100,Kings,Brooklyn,69609.0,32328.0,5.0,2.7,51.5,24.5,5.9,10.4,27.3,1219,73.7,17.4,8.9,0.0,10.8
36047003300,Kings,Brooklyn,105642.0,69786.0,5.2,1.3,63.1,17.6,7.1,5.7,28.5,2170,85.4,9.5,5.1,0.0,4.9
36047003400,Kings,Brooklyn,69848.0,39530.0,33.7,8.7,42.1,12.3,2.6,0.6,45.0,1578,78.7,13.6,7.7,0.0,3.7
36047003500,Kings,Brooklyn,61525.0,49467.0,10.0,2.8,69.3,9.3,2.2,6.5,36.6,856,73.8,17.1,9.1,0.0,10.3
36047003600,Kings,Brooklyn,74449.0,40127.0,20.9,5.7,67.7,3.3,0.3,2.0,45.6,2211,75.7,20.4,3.9,0.0,7.2
36047003700,Kings,Brooklyn,102386.0,65113.0,6.1,0.7,75.4,6.5,2.3,9.1,30.3,732,84.8,7.5,7.7,0.0,5.4
36047003800,Kings,Brooklyn,85950.0,46341.0,41.4,12.6,32.2,3.1,5.7,5.1,38.4,771,73.8,22.6,3.6,0.0,5.5
36047003900,Kings,Brooklyn,102981.0,57069.0,2.3,0.7,73.4,11.4,3.1,9.0,36.0,1520,81.6,7.1,11.3,0.0,7.4
36047004100,Kings,Brooklyn,112128.0,60451.0,5.0,0.8,72.5,6.7,3.8,11.2,33.3,2114,77.0,9.9,13.1,0.0,4.5
36047004300,Kings,Brooklyn,112036.0,79747.0,4.1,1.0,69.3,12.0,4.1,9.5,31.8,2215,81.3,7.6,11.2,0.0,5.1
36047004400,Kings,Brooklyn,95341.0,49863.0,36.8,8.3,39.5,9.4,1.3,4.7,32.1,1161,72.5,18.2,9.3,0.0,6.0
36047004500,Kings,Brooklyn,138281.0,92429.0,4.4,0.2,66.9,13.1,5.6,9.8,32.4,2177,80.3,10.4,9.3,0.0,3.7
